state,county,candidate,party,votes
Vermont,Plainfield, Write-ins,WRI,4
Vermont,Plainfield,Erynn Whitney,IND,3
Vermont,Plainfield,Wayne Billado,IND,0
Vermont,Plainfield,Michael DeVost,IND,0
Vermont,Belvidere,Phil Scott,REP,139
Vermont,Belvidere,David Zuckerman,DEM,28
Vermont,Belvidere,Wayne Billado,IND,2
Vermont,Belvidere,Emily Peyton,TM,2
Vermont,Belvidere, Write-ins,WRI,2
Vermont,Belvidere,Michael DeVost,IND,1
Vermont,Belvidere,Charly Dickerson,UNA,1
Vermont,Belvidere,Kevin Hoyt,IND,1
Vermont,Belvidere,Erynn Whitney,IND,0
Vermont,Plymouth,Phil Scott,REP,286
Vermont,Plymouth,David Zuckerman,DEM,88
Vermont,Plymouth,Kevin Hoyt,IND,4
Vermont,Plymouth,Charly Dickerson,UNA,3
Vermont,Plymouth,Erynn Whitney,IND,3
Vermont,Plymouth,Michael DeVost,IND,1
Vermont,Plymouth,Emily Peyton,TM,1
Vermont,Plymouth,Wayne Billado,IND,0
Vermont,Plymouth, Write-ins,WRI,0
Vermont,Pomfret,Phil Scott,REP,469
Vermont,Pomfret,David Zuckerman,DEM,188
Vermont,Pomfret,Kevin Hoyt,IND,4
Vermont,Pomfret, Write-ins,WRI,4
Vermont,Pomfret,Michael DeVost,IND,2
Vermont,Pomfret,Wayne Billado,IND,1
Vermont,Pomfret,Erynn Whitney,IND,1
Vermont,Pomfret,Charly Dickerson,UNA,0
Vermont,Pomfret,Emily Peyton,TM,0
Vermont,Poultney,Phil Scott,REP,1181
Vermont,Poultney,David Zuckerman,DEM,360
Vermont,Poultney,Kevin Hoyt,IND,30
Vermont,Poultney, Write-ins,WRI,16
Vermont,Poultney,Emily Peyton,TM,15
Vermont,Poultney,Erynn Whitney,IND,13
Vermont,Poultney,Michael DeVost,IND,7
Vermont,Poultney,Charly Dickerson,UNA,4
Vermont,Poultney,Wayne Billado,IND,3
Vermont,Pownal,Phil Scott,REP,999
Vermont,Pownal,David Zuckerman,DEM,457
Vermont,Pownal,Kevin Hoyt,IND,208
Vermont,Pownal,Erynn Whitney,IND,32
Vermont,Pownal,Emily Peyton,TM,22
Vermont,Pownal,Wayne Billado,IND,7
Vermont,Pownal,Michael DeVost,IND,7
Vermont,Pownal,Charly Dickerson,UNA,7
Vermont,Pownal, Write-ins,WRI,6
Vermont,Proctor,Phil Scott,REP,732
Vermont,Proctor,David Zuckerman,DEM,178
Vermont,Proctor,Kevin Hoyt,IND,10
Vermont,Proctor,Emily Peyton,TM,10
Vermont,Proctor,Wayne Billado,IND,5
Vermont,Proctor,Erynn Whitney,IND,5
Vermont,Proctor,Michael DeVost,IND,4
Vermont,Proctor, Write-ins,WRI,4
Vermont,Proctor,Charly Dickerson,UNA,2
Vermont,Putney,David Zuckerman,DEM,805
Vermont,Putney,Phil Scott,REP,592
Vermont,Putney,Emily Peyton,TM,53
Vermont,Putney,Kevin Hoyt,IND,13
Vermont,Putney,Erynn Whitney,IND,9
Vermont,Putney, Write-ins,WRI,5
Vermont,Putney,Michael DeVost,IND,4
Vermont,Putney,Wayne Billado,IND,3
Vermont,Putney,Charly Dickerson,UNA,3
Vermont,Randolph,Phil Scott,REP,1866
Vermont,Randolph,David Zuckerman,DEM,628
Vermont,Randolph,Kevin Hoyt,IND,19
Vermont,Randolph,Emily Peyton,TM,17
Vermont,Randolph, Write-ins,WRI,15
Vermont,Randolph,Charly Dickerson,UNA,13
Vermont,Randolph,Erynn Whitney,IND,11
Vermont,Randolph,Wayne Billado,IND,8
Vermont,Randolph,Michael DeVost,IND,6
Vermont,Reading,Phil Scott,REP,308
Vermont,Reading,David Zuckerman,DEM,123
Vermont,Reading,Kevin Hoyt,IND,3
Vermont,Reading,Emily Peyton,TM,3
Vermont,Reading,Charly Dickerson,UNA,1
Vermont,Reading, Write-ins,WRI,1
Vermont,Reading,Wayne Billado,IND,0
Vermont,Reading,Michael DeVost,IND,0
Vermont,Reading,Erynn Whitney,IND,0
Vermont,Readsboro,Phil Scott,REP,249
Vermont,Readsboro,David Zuckerman,DEM,123
Vermont,Readsboro,Kevin Hoyt,IND,27
Vermont,Readsboro,Emily Peyton,TM,7
Vermont,Readsboro,Michael DeVost,IND,3
Vermont,Readsboro,Charly Dickerson,UNA,3
Vermont,Readsboro,Wayne Billado,IND,2
Vermont,Readsboro,Erynn Whitney,IND,2
Vermont,Readsboro, Write-ins,WRI,0
Vermont,Richford,Phil Scott,REP,674
Vermont,Richford,David Zuckerman,DEM,172
Vermont,Richford,Kevin Hoyt,IND,22
Vermont,Richford,Wayne Billado,IND,20
Vermont,Richford,Emily Peyton,TM,13
Vermont,Richford,Michael DeVost,IND,10
Vermont,Richford,Erynn Whitney,IND,7
Vermont,Richford, Write-ins,WRI,5
Vermont,Richford,Charly Dickerson,UNA,3
Vermont,Bennington,Phil Scott,REP,3784
Vermont,Bennington,David Zuckerman,DEM,2157
Vermont,Bennington,Kevin Hoyt,IND,627
Vermont,Bennington,Erynn Whitney,IND,134
Vermont,Bennington,Emily Peyton,TM,89
Vermont,Bennington,Wayne Billado,IND,29
Vermont,Bennington,Michael DeVost,IND,28
Vermont,Bennington, Write-ins,WRI,26
Vermont,Bennington,Charly Dickerson,UNA,23
Vermont,Richmond,Phil Scott,REP,1978
Vermont,Richmond,David Zuckerman,DEM,895
Vermont,Richmond,Kevin Hoyt,IND,11
Vermont,Richmond,Emily Peyton,TM,9
Vermont,Richmond,Wayne Billado,IND,7
Vermont,Richmond,Erynn Whitney,IND,7
Vermont,Richmond, Write-ins,WRI,6
Vermont,Richmond,Michael DeVost,IND,4
Vermont,Richmond,Charly Dickerson,UNA,1
Vermont,Ripton,Phil Scott,REP,189
Vermont,Ripton,David Zuckerman,DEM,165
Vermont,Ripton,Emily Peyton,TM,3
Vermont,Ripton,Wayne Billado,IND,1
Vermont,Ripton,Charly Dickerson,UNA,1
Vermont,Ripton,Erynn Whitney,IND,1
Vermont,Ripton, Write-ins,WRI,1
Vermont,Ripton,Michael DeVost,IND,0
Vermont,Ripton,Kevin Hoyt,IND,0
Vermont,Rochester,Phil Scott,REP,457
Vermont,Rochester,David Zuckerman,DEM,239
Vermont,Rochester,Emily Peyton,TM,8
Vermont,Rochester,Kevin Hoyt,IND,6
Vermont,Rochester,Wayne Billado,IND,4
Vermont,Rochester,Erynn Whitney,IND,3
Vermont,Rochester, Write-ins,WRI,3
Vermont,Rochester,Charly Dickerson,UNA,2
Vermont,Rochester,Michael DeVost,IND,0
Vermont,Rockingham,Phil Scott,REP,1509
Vermont,Rockingham,David Zuckerman,DEM,805
Vermont,Rockingham,Emily Peyton,TM,64
Vermont,Rockingham,Kevin Hoyt,IND,34
Vermont,Rockingham,Erynn Whitney,IND,20
Vermont,Rockingham,Charly Dickerson,UNA,10
Vermont,Rockingham,Wayne Billado,IND,9
Vermont,Rockingham, Write-ins,WRI,9
Vermont,Rockingham,Michael DeVost,IND,8
Vermont,Roxbury,Phil Scott,REP,308
Vermont,Roxbury,David Zuckerman,DEM,107
Vermont,Roxbury,Emily Peyton,TM,7
Vermont,Roxbury,Kevin Hoyt,IND,4
Vermont,Roxbury,Charly Dickerson,UNA,2
Vermont,Roxbury,Wayne Billado,IND,1
Vermont,Roxbury,Erynn Whitney,IND,1
Vermont,Roxbury, Write-ins,WRI,1
Vermont,Roxbury,Michael DeVost,IND,0
Vermont,Royalton,Phil Scott,REP,1016
Vermont,Royalton,David Zuckerman,DEM,371
Vermont,Royalton,Kevin Hoyt,IND,27
Vermont,Royalton,Emily Peyton,TM,16
Vermont,Royalton, Write-ins,WRI,10
Vermont,Royalton,Charly Dickerson,UNA,8
Vermont,Royalton,Michael DeVost,IND,5
Vermont,Royalton,Erynn Whitney,IND,5
Vermont,Royalton,Wayne Billado,IND,4
Vermont,Rupert,Phil Scott,REP,266
Vermont,Rupert,David Zuckerman,DEM,136
Vermont,Rupert,Kevin Hoyt,IND,11
Vermont,Rupert, Write-ins,WRI,8
Vermont,Rupert,Erynn Whitney,IND,6
Vermont,Rupert,Emily Peyton,TM,3
Vermont,Rupert,Michael DeVost,IND,2
Vermont,Rupert,Wayne Billado,IND,0
Vermont,Rupert,Charly Dickerson,UNA,0
Vermont,Rutland,Phil Scott,REP,5668
Vermont,Rutland,David Zuckerman,DEM,1778
Vermont,Rutland,Kevin Hoyt,IND,116
Vermont,Rutland,Emily Peyton,TM,108
Vermont,Rutland, Write-ins,WRI,62
Vermont,Rutland,Erynn Whitney,IND,55
Vermont,Rutland,Michael DeVost,IND,31
Vermont,Rutland,Charly Dickerson,UNA,27
Vermont,Rutland,Wayne Billado,IND,26
Vermont,Rutland Town,Phil Scott,REP,1968
Vermont,Rutland Town,David Zuckerman,DEM,398
Vermont,Rutland Town,Kevin Hoyt,IND,31
Vermont,Rutland Town,Emily Peyton,TM,17
Vermont,Rutland Town,Charly Dickerson,UNA,11
Vermont,Rutland Town, Write-ins,WRI,10
Vermont,Rutland Town,Wayne Billado,IND,7
Vermont,Rutland Town,Erynn Whitney,IND,7
Vermont,Rutland Town,Michael DeVost,IND,5
Vermont,Ryegate,Phil Scott,REP,492
Vermont,Ryegate,David Zuckerman,DEM,109
Vermont,Ryegate,Kevin Hoyt,IND,13
Vermont,Ryegate,Emily Peyton,TM,8
Vermont,Ryegate,Charly Dickerson,UNA,5
Vermont,Ryegate,Wayne Billado,IND,3
Vermont,Ryegate,Michael DeVost,IND,3
Vermont,Ryegate,Erynn Whitney,IND,3
Vermont,Ryegate, Write-ins,WRI,2
Vermont,Benson,Phil Scott,REP,414
Vermont,Benson,David Zuckerman,DEM,99
Vermont,Benson, Write-ins,WRI,26
Vermont,Benson,Kevin Hoyt,IND,16
Vermont,Benson,Erynn Whitney,IND,8
Vermont,Benson,Emily Peyton,TM,7
Vermont,Benson,Charly Dickerson,UNA,5
Vermont,Benson,Wayne Billado,IND,2
Vermont,Benson,Michael DeVost,IND,2
Vermont,St. Albans,Phil Scott,REP,2127
Vermont,St. Albans,David Zuckerman,DEM,713
Vermont,St. Albans,Wayne Billado,IND,63
Vermont,St. Albans,Emily Peyton,TM,42
Vermont,St. Albans,Kevin Hoyt,IND,18
Vermont,St. Albans,Michael DeVost,IND,11
Vermont,St. Albans,Erynn Whitney,IND,10
Vermont,St. Albans, Write-ins,WRI,9
Vermont,St. Albans,Charly Dickerson,UNA,7
Vermont,St. Albans Town,Phil Scott,REP,3028
Vermont,St. Albans Town,David Zuckerman,DEM,579
Vermont,St. Albans Town,Wayne Billado,IND,62
Vermont,St. Albans Town,Emily Peyton,TM,33
Vermont,St. Albans Town,Kevin Hoyt,IND,30
Vermont,St. Albans Town, Write-ins,WRI,25
Vermont,St. Albans Town,Erynn Whitney,IND,10
Vermont,St. Albans Town,Michael DeVost,IND,7
Vermont,St. Albans Town,Charly Dickerson,UNA,4
Vermont,St. George,Phil Scott,REP,322
Vermont,St. George,David Zuckerman,DEM,112
Vermont,St. George,Kevin Hoyt,IND,3
Vermont,St. George,Charly Dickerson,UNA,2
Vermont,St. George,Emily Peyton,TM,2
Vermont,St. George,Erynn Whitney,IND,2
Vermont,St. George, Write-ins,WRI,2
Vermont,St. George,Wayne Billado,IND,1
Vermont,St. George,Michael DeVost,IND,1
Vermont,St. Johnsbury,Phil Scott,REP,2312
Vermont,St. Johnsbury,David Zuckerman,DEM,837
Vermont,St. Johnsbury,Kevin Hoyt,IND,55
Vermont,St. Johnsbury,Emily Peyton,TM,38
Vermont,St. Johnsbury,Michael DeVost,IND,33
Vermont,St. Johnsbury, Write-ins,WRI,26
Vermont,St. Johnsbury,Charly Dickerson,UNA,19
Vermont,St. Johnsbury,Erynn Whitney,IND,18
Vermont,St. Johnsbury,Wayne Billado,IND,16
Vermont,Salisbury,Phil Scott,REP,502
Vermont,Salisbury,David Zuckerman,DEM,158
Vermont,Salisbury,Emily Peyton,TM,4
Vermont,Salisbury, Write-ins,WRI,4
Vermont,Salisbury,Wayne Billado,IND,2
Vermont,Salisbury,Michael DeVost,IND,2
Vermont,Salisbury,Charly Dickerson,UNA,2
Vermont,Salisbury,Kevin Hoyt,IND,2
Vermont,Salisbury,Erynn Whitney,IND,2
Vermont,Sandgate,Phil Scott,REP,136
Vermont,Sandgate,David Zuckerman,DEM,84
Vermont,Sandgate,Erynn Whitney,IND,13
Vermont,Sandgate,Kevin Hoyt,IND,11
Vermont,Sandgate,Emily Peyton,TM,2
Vermont,Sandgate,Michael DeVost,IND,1
Vermont,Sandgate,Charly Dickerson,UNA,1
Vermont,Sandgate, Write-ins,WRI,1
Vermont,Sandgate,Wayne Billado,IND,0
Vermont,Searsburg,Phil Scott,REP,47
Vermont,Searsburg,David Zuckerman,DEM,14
Vermont,Searsburg,Kevin Hoyt,IND,1
Vermont,Searsburg,Wayne Billado,IND,0
Vermont,Searsburg,Michael DeVost,IND,0
Vermont,Searsburg,Charly Dickerson,UNA,0
Vermont,Searsburg,Emily Peyton,TM,0
Vermont,Searsburg,Erynn Whitney,IND,0
Vermont,Searsburg, Write-ins,WRI,0
Vermont,Shaftsbury,Phil Scott,REP,1336
Vermont,Shaftsbury,David Zuckerman,DEM,648
Vermont,Shaftsbury,Kevin Hoyt,IND,144
Vermont,Shaftsbury,Erynn Whitney,IND,33
Vermont,Shaftsbury,Emily Peyton,TM,12
Vermont,Shaftsbury,Charly Dickerson,UNA,8
Vermont,Shaftsbury, Write-ins,WRI,8
Vermont,Shaftsbury,Michael DeVost,IND,6
Vermont,Shaftsbury,Wayne Billado,IND,2
Vermont,Sharon,Phil Scott,REP,589
Vermont,Sharon,David Zuckerman,DEM,272
Vermont,Sharon,Kevin Hoyt,IND,12
Vermont,Sharon,Emily Peyton,TM,7
Vermont,Sharon,Erynn Whitney,IND,6
Vermont,Sharon,Michael DeVost,IND,3
Vermont,Sharon, Write-ins,WRI,2
Vermont,Sharon,Wayne Billado,IND,1
Vermont,Sharon,Charly Dickerson,UNA,1
Vermont,Sheffield,Phil Scott,REP,256
Vermont,Sheffield,David Zuckerman,DEM,82
Vermont,Sheffield,Emily Peyton,TM,13
Vermont,Sheffield, Write-ins,WRI,7
Vermont,Sheffield,Michael DeVost,IND,5
Vermont,Sheffield,Kevin Hoyt,IND,4
Vermont,Sheffield,Charly Dickerson,UNA,1
Vermont,Sheffield,Wayne Billado,IND,0
Vermont,Sheffield,Erynn Whitney,IND,0
Vermont,Berkshire,Phil Scott,REP,549
Vermont,Berkshire,David Zuckerman,DEM,107
Vermont,Berkshire,Kevin Hoyt,IND,13
Vermont,Berkshire,Emily Peyton,TM,10
Vermont,Berkshire,Wayne Billado,IND,9
Vermont,Berkshire, Write-ins,WRI,8
Vermont,Berkshire,Michael DeVost,IND,7
Vermont,Berkshire,Erynn Whitney,IND,4
Vermont,Berkshire,Charly Dickerson,UNA,2
Vermont,Shelburne,Phil Scott,REP,3802
Vermont,Shelburne,David Zuckerman,DEM,1482
Vermont,Shelburne,Emily Peyton,TM,26
Vermont,Shelburne,Kevin Hoyt,IND,10
Vermont,Shelburne,Erynn Whitney,IND,10
Vermont,Shelburne,Michael DeVost,IND,9
Vermont,Shelburne, Write-ins,WRI,7
Vermont,Shelburne,Wayne Billado,IND,6
Vermont,Shelburne,Charly Dickerson,UNA,6
Vermont,Sheldon,Phil Scott,REP,820
Vermont,Sheldon,David Zuckerman,DEM,113
Vermont,Sheldon,Wayne Billado,IND,25
Vermont,Sheldon,Emily Peyton,TM,10
Vermont,Sheldon,Kevin Hoyt,IND,8
Vermont,Sheldon,Erynn Whitney,IND,8
Vermont,Sheldon,Michael DeVost,IND,5
Vermont,Sheldon, Write-ins,WRI,5
Vermont,Sheldon,Charly Dickerson,UNA,0
Vermont,Killington,Phil Scott,REP,578
Vermont,Killington,David Zuckerman,DEM,217
Vermont,Killington,Emily Peyton,TM,12
Vermont,Killington,Kevin Hoyt,IND,4
Vermont,Killington,Erynn Whitney,IND,4
Vermont,Killington, Write-ins,WRI,4
Vermont,Killington,Michael DeVost,IND,3
Vermont,Killington,Charly Dickerson,UNA,3
Vermont,Killington,Wayne Billado,IND,2
Vermont,Shoreham,Phil Scott,REP,527
Vermont,Shoreham,David Zuckerman,DEM,185
Vermont,Shoreham,Kevin Hoyt,IND,10
Vermont,Shoreham,Emily Peyton,TM,6
Vermont,Shoreham,Wayne Billado,IND,5
Vermont,Shoreham, Write-ins,WRI,4
Vermont,Shoreham,Erynn Whitney,IND,3
Vermont,Shoreham,Michael DeVost,IND,0
Vermont,Shoreham,Charly Dickerson,UNA,0
Vermont,Shrewsbury,Phil Scott,REP,464
Vermont,Shrewsbury,David Zuckerman,DEM,181
Vermont,Shrewsbury,Kevin Hoyt,IND,14
Vermont,Shrewsbury,Emily Peyton,TM,6
Vermont,Shrewsbury,Erynn Whitney,IND,5
Vermont,Shrewsbury,Wayne Billado,IND,4
Vermont,Shrewsbury, Write-ins,WRI,2
Vermont,Shrewsbury,Michael DeVost,IND,1
Vermont,Shrewsbury,Charly Dickerson,UNA,1
Vermont,South Burlington,Phil Scott,REP,8480
Vermont,South Burlington,David Zuckerman,DEM,3775
Vermont,South Burlington,Emily Peyton,TM,61
Vermont,South Burlington,Erynn Whitney,IND,41
Vermont,South Burlington,Kevin Hoyt,IND,40
Vermont,South Burlington,Wayne Billado,IND,38
Vermont,South Burlington, Write-ins,WRI,34
Vermont,South Burlington,Michael DeVost,IND,23
Vermont,South Burlington,Charly Dickerson,UNA,15
Vermont,South Hero,Phil Scott,REP,1014
Vermont,South Hero,David Zuckerman,DEM,264
Vermont,South Hero,Kevin Hoyt,IND,8
Vermont,South Hero,Emily Peyton,TM,7
Vermont,South Hero,Wayne Billado,IND,4
Vermont,South Hero,Charly Dickerson,UNA,3
Vermont,South Hero, Write-ins,WRI,3
Vermont,South Hero,Erynn Whitney,IND,2
Vermont,South Hero,Michael DeVost,IND,1
Vermont,Springfield,Phil Scott,REP,3031
Vermont,Springfield,David Zuckerman,DEM,1082
Vermont,Springfield,Kevin Hoyt,IND,90
Vermont,Springfield,Emily Peyton,TM,82
Vermont,Springfield,Erynn Whitney,IND,33
Vermont,Springfield, Write-ins,WRI,28
Vermont,Springfield,Michael DeVost,IND,25
Vermont,Springfield,Charly Dickerson,UNA,21
Vermont,Springfield,Wayne Billado,IND,19
Vermont,Stamford,Phil Scott,REP,329
Vermont,Stamford,David Zuckerman,DEM,102
Vermont,Stamford,Kevin Hoyt,IND,55
Vermont,Stamford,Wayne Billado,IND,9
Vermont,Stamford,Erynn Whitney,IND,6
Vermont,Stamford,Emily Peyton,TM,4
Vermont,Stamford,Michael DeVost,IND,2
Vermont,Stamford, Write-ins,WRI,2
Vermont,Stamford,Charly Dickerson,UNA,0
Vermont,Stannard,Phil Scott,REP,70
Vermont,Stannard,David Zuckerman,DEM,39
Vermont,Stannard,Michael DeVost,IND,1
Vermont,Stannard,Kevin Hoyt,IND,1
Vermont,Stannard, Write-ins,WRI,1
Vermont,Stannard,Wayne Billado,IND,0
Vermont,Stannard,Charly Dickerson,UNA,0
Vermont,Stannard,Emily Peyton,TM,0
Vermont,Stannard,Erynn Whitney,IND,0
Vermont,Berlin,Phil Scott,REP,1176
Vermont,Berlin,David Zuckerman,DEM,316
Vermont,Berlin,Emily Peyton,TM,13
Vermont,Berlin,Kevin Hoyt,IND,8
Vermont,Berlin, Write-ins,WRI,7
Vermont,Berlin,Wayne Billado,IND,5
Vermont,Berlin,Charly Dickerson,UNA,5
Vermont,Berlin,Erynn Whitney,IND,4
Vermont,Berlin,Michael DeVost,IND,2
Vermont,Starksboro,Phil Scott,REP,698
Vermont,Starksboro,David Zuckerman,DEM,289
Vermont,Starksboro,Kevin Hoyt,IND,11
Vermont,Starksboro, Write-ins,WRI,9
Vermont,Starksboro,Wayne Billado,IND,4
Vermont,Starksboro,Erynn Whitney,IND,4
Vermont,Starksboro,Charly Dickerson,UNA,3
Vermont,Starksboro,Emily Peyton,TM,3
Vermont,Starksboro,Michael DeVost,IND,2
Vermont,Stockbridge,Phil Scott,REP,340
Vermont,Stockbridge,David Zuckerman,DEM,120
Vermont,Stockbridge,Emily Peyton,TM,4
Vermont,Stockbridge,Erynn Whitney,IND,3
Vermont,Stockbridge,Michael DeVost,IND,1
Vermont,Stockbridge,Charly Dickerson,UNA,1
Vermont,Stockbridge,Kevin Hoyt,IND,1
Vermont,Stockbridge, Write-ins,WRI,1
Vermont,Stockbridge,Wayne Billado,IND,0
Vermont,Stowe,Phil Scott,REP,2454
Vermont,Stowe,David Zuckerman,DEM,875
Vermont,Stowe,Emily Peyton,TM,17
Vermont,Stowe,Wayne Billado,IND,8
Vermont,Stowe,Charly Dickerson,UNA,8
Vermont,Stowe,Kevin Hoyt,IND,8
Vermont,Stowe,Erynn Whitney,IND,7
Vermont,Stowe, Write-ins,WRI,7
Vermont,Stowe,Michael DeVost,IND,4
Vermont,Strafford,Phil Scott,REP,444
Vermont,Strafford,David Zuckerman,DEM,331
Vermont,Strafford,Emily Peyton,TM,9
Vermont,Strafford,Wayne Billado,IND,4
Vermont,Strafford,Kevin Hoyt,IND,2
Vermont,Strafford, Write-ins,WRI,2
Vermont,Strafford,Charly Dickerson,UNA,1
Vermont,Strafford,Erynn Whitney,IND,1
Vermont,Strafford,Michael DeVost,IND,0
Vermont,Stratton,Phil Scott,REP,135
Vermont,Stratton,David Zuckerman,DEM,54
Vermont,Stratton,Kevin Hoyt,IND,1
Vermont,Stratton,Wayne Billado,IND,0
Vermont,Stratton,Michael DeVost,IND,0
Vermont,Stratton,Charly Dickerson,UNA,0
Vermont,Stratton,Emily Peyton,TM,0
Vermont,Stratton,Erynn Whitney,IND,0
Vermont,Stratton, Write-ins,WRI,0
Vermont,Sudbury,Phil Scott,REP,279
Vermont,Sudbury,David Zuckerman,DEM,99
Vermont,Sudbury,Emily Peyton,TM,4
Vermont,Sudbury,Kevin Hoyt,IND,2
Vermont,Sudbury,Michael DeVost,IND,1
Vermont,Sudbury,Charly Dickerson,UNA,1
Vermont,Sudbury,Wayne Billado,IND,0
Vermont,Sudbury,Erynn Whitney,IND,0
Vermont,Sudbury, Write-ins,WRI,0
Vermont,Sunderland,Phil Scott,REP,423
Vermont,Sunderland,David Zuckerman,DEM,159
Vermont,Sunderland,Kevin Hoyt,IND,39
Vermont,Sunderland,Erynn Whitney,IND,14
Vermont,Sunderland,Emily Peyton,TM,4
Vermont,Sunderland,Wayne Billado,IND,2
Vermont,Sunderland,Michael DeVost,IND,1
Vermont,Sunderland, Write-ins,WRI,1
Vermont,Sunderland,Charly Dickerson,UNA,0
Vermont,Sutton,Phil Scott,REP,392
Vermont,Sutton,David Zuckerman,DEM,99
Vermont,Sutton,Kevin Hoyt,IND,8
Vermont,Sutton,Michael DeVost,IND,7
Vermont,Sutton, Write-ins,WRI,7
Vermont,Sutton,Charly Dickerson,UNA,4
Vermont,Sutton,Emily Peyton,TM,4
Vermont,Sutton,Wayne Billado,IND,0
Vermont,Sutton,Erynn Whitney,IND,0
Vermont,Swanton,Phil Scott,REP,2609
Vermont,Swanton,David Zuckerman,DEM,426
Vermont,Swanton,Wayne Billado,IND,57
Vermont,Swanton,Kevin Hoyt,IND,32
Vermont,Swanton,Emily Peyton,TM,29
Vermont,Swanton, Write-ins,WRI,19
Vermont,Swanton,Erynn Whitney,IND,14
Vermont,Swanton,Michael DeVost,IND,9
Vermont,Swanton,Charly Dickerson,UNA,7
Vermont,Thetford,Phil Scott,REP,1155
Vermont,Thetford,David Zuckerman,DEM,683
Vermont,Thetford,Kevin Hoyt,IND,12
Vermont,Thetford, Write-ins,WRI,11
Vermont,Thetford,Emily Peyton,TM,10
Vermont,Thetford,Erynn Whitney,IND,7
Vermont,Thetford,Wayne Billado,IND,4
Vermont,Thetford,Michael DeVost,IND,4
Vermont,Thetford,Charly Dickerson,UNA,2
Vermont,Bethel,Phil Scott,REP,771
Vermont,Bethel,David Zuckerman,DEM,316
Vermont,Bethel,Kevin Hoyt,IND,14
Vermont,Bethel,Emily Peyton,TM,9
Vermont,Bethel,Wayne Billado,IND,8
Vermont,Bethel,Erynn Whitney,IND,6
Vermont,Bethel, Write-ins,WRI,6
Vermont,Bethel,Charly Dickerson,UNA,3
Vermont,Bethel,Michael DeVost,IND,0
Vermont,Addison,Phil Scott,REP,680
Vermont,Addison,David Zuckerman,DEM,145
Vermont,Addison,Emily Peyton,TM,8
Vermont,Addison,Charly Dickerson,UNA,7
Vermont,Addison,Kevin Hoyt,IND,7
Vermont,Addison,Erynn Whitney,IND,7
Vermont,Addison, Write-ins,WRI,5
Vermont,Addison,Wayne Billado,IND,2
Vermont,Addison,Michael DeVost,IND,1
Vermont,Tinmouth,Phil Scott,REP,242
Vermont,Tinmouth,David Zuckerman,DEM,81
Vermont,Tinmouth,Kevin Hoyt,IND,5
Vermont,Tinmouth,Erynn Whitney,IND,3
Vermont,Tinmouth, Write-ins,WRI,2
Vermont,Tinmouth,Charly Dickerson,UNA,1
Vermont,Tinmouth,Wayne Billado,IND,0
Vermont,Tinmouth,Michael DeVost,IND,0
Vermont,Tinmouth,Emily Peyton,TM,0
Vermont,Topsham,Phil Scott,REP,494
Vermont,Topsham,David Zuckerman,DEM,105
Vermont,Topsham,Kevin Hoyt,IND,17
Vermont,Topsham,Charly Dickerson,UNA,7
Vermont,Topsham,Michael DeVost,IND,4
Vermont,Topsham,Emily Peyton,TM,3
Vermont,Topsham,Erynn Whitney,IND,3
Vermont,Topsham, Write-ins,WRI,3
Vermont,Topsham,Wayne Billado,IND,2
Vermont,Townshend,Phil Scott,REP,417
Vermont,Townshend,David Zuckerman,DEM,284
Vermont,Townshend,Emily Peyton,TM,23
Vermont,Townshend,Kevin Hoyt,IND,8
Vermont,Townshend,Erynn Whitney,IND,7
Vermont,Townshend,Wayne Billado,IND,4
Vermont,Townshend,Charly Dickerson,UNA,3
Vermont,Townshend,Michael DeVost,IND,1
Vermont,Townshend, Write-ins,WRI,1
Vermont,Troy,Phil Scott,REP,574
Vermont,Troy,David Zuckerman,DEM,144
Vermont,Troy,Kevin Hoyt,IND,27
Vermont,Troy,Michael DeVost,IND,17
Vermont,Troy,Emily Peyton,TM,10
Vermont,Troy, Write-ins,WRI,7
Vermont,Troy,Wayne Billado,IND,3
Vermont,Troy,Charly Dickerson,UNA,1
Vermont,Troy,Erynn Whitney,IND,0
Vermont,Tunbridge,Phil Scott,REP,606
Vermont,Tunbridge,David Zuckerman,DEM,225
Vermont,Tunbridge,Kevin Hoyt,IND,10
Vermont,Tunbridge,Erynn Whitney,IND,5
Vermont,Tunbridge, Write-ins,WRI,5
Vermont,Tunbridge,Emily Peyton,TM,4
Vermont,Tunbridge,Michael DeVost,IND,2
Vermont,Tunbridge,Wayne Billado,IND,1
Vermont,Tunbridge,Charly Dickerson,UNA,0
Vermont,Underhill,Phil Scott,REP,1538
Vermont,Underhill,David Zuckerman,DEM,643
Vermont,Underhill, Write-ins,WRI,7
Vermont,Underhill,Kevin Hoyt,IND,6
Vermont,Underhill,Wayne Billado,IND,5
Vermont,Underhill,Emily Peyton,TM,5
Vermont,Underhill,Michael DeVost,IND,2
Vermont,Underhill,Charly Dickerson,UNA,2
Vermont,Underhill,Erynn Whitney,IND,1
Vermont,Vergennes,Phil Scott,REP,1034
Vermont,Vergennes,David Zuckerman,DEM,420
Vermont,Vergennes,Emily Peyton,TM,13
Vermont,Vergennes, Write-ins,WRI,4
Vermont,Vergennes,Michael DeVost,IND,3
Vermont,Vergennes,Kevin Hoyt,IND,3
Vermont,Vergennes,Erynn Whitney,IND,3
Vermont,Vergennes,Wayne Billado,IND,1
Vermont,Vergennes,Charly Dickerson,UNA,0
Vermont,Vernon,Phil Scott,REP,890
Vermont,Vernon,David Zuckerman,DEM,277
